batch,loss,categorical_accuracy
0,3.8684773445129395,0.09375
1,3.4082558155059814,0.109375
2,3.302565336227417,0.1119791641831398
3,3.2578792572021484,0.125
4,3.174400806427002,0.140625
5,3.0907678604125977,0.1484375
6,3.030073642730713,0.15625
7,2.9736783504486084,0.158203125
8,2.9229676723480225,0.1605902761220932
9,2.884260654449463,0.16249999403953552
10,2.83469557762146,0.1661931872367859
11,2.8007023334503174,0.169921875
12,2.762909173965454,0.17668269574642181
13,2.7233855724334717,0.1824776828289032
14,2.6995394229888916,0.18333333730697632
15,2.672567844390869,0.18701171875
16,2.645699977874756,0.18841911852359772
17,2.6146631240844727,0.1927083283662796
18,2.589764356613159,0.19860197603702545
19,2.574852466583252,0.20039062201976776
20,2.563141345977783,0.203125
21,2.546797752380371,0.20667614042758942
22,2.520307779312134,0.21297554671764374
23,2.497385263442993,0.2171223908662796
24,2.490401268005371,0.2175000011920929
25,2.4725286960601807,0.22175480425357819
26,2.4561822414398193,0.2256944477558136
27,2.4418251514434814,0.2273995578289032
28,2.4249045848846436,0.23195043206214905
29,2.4076437950134277,0.23802083730697632
30,2.393245220184326,0.24042338132858276
31,2.381579875946045,0.242919921875
32,2.3664002418518066,0.2469223439693451
33,2.350921392440796,0.2509191036224365
34,2.335326910018921,0.2551339268684387
35,2.3198599815368652,0.2586805522441864
36,2.3056159019470215,0.26140204071998596
37,2.291541576385498,0.2641858458518982
38,2.281028985977173,0.2686298191547394
39,2.271404504776001,0.271484375
40,2.25215744972229,0.2762957215309143
41,2.2395763397216797,0.2797619104385376
42,2.225876808166504,0.28306686878204346
43,2.217825412750244,0.2867542505264282
44,2.20648193359375,0.2909722328186035
45,2.194127321243286,0.293817937374115
46,2.184494733810425,0.29720744490623474
47,2.171919584274292,0.29931640625
48,2.159827947616577,0.3024553656578064
49,2.149995803833008,0.3050000071525574
50,2.1411166191101074,0.30836397409439087
51,2.130774974822998,0.3111478388309479
52,2.1265878677368164,0.3125
53,2.1181130409240723,0.3151041567325592
54,2.1058950424194336,0.3187499940395355
55,2.096747875213623,0.3219866156578064
56,2.084859848022461,0.32510966062545776
57,2.073545217514038,0.3282597064971924
58,2.066744565963745,0.33103814721107483
59,2.0549328327178955,0.3342447876930237
60,2.042363166809082,0.3378586173057556
61,2.033240556716919,0.34097781777381897
62,2.0226192474365234,0.34375
63,2.016366481781006,0.3453369140625
64,2.0085761547088623,0.34747597575187683
65,1.9999089241027832,0.3501420319080353
66,1.9899706840515137,0.3526119291782379
67,1.979515552520752,0.3568474352359772
68,1.9685591459274292,0.3612998127937317
69,1.9574342966079712,0.3654017746448517
70,1.951474905014038,0.36806777119636536
71,1.9425841569900513,0.3715277910232544
72,1.9350980520248413,0.3740368187427521
73,1.9244014024734497,0.3777449429035187
74,1.9147859811782837,0.3811458349227905
75,1.908327579498291,0.38342928886413574
76,1.8995226621627808,0.3859577775001526
77,1.8924530744552612,0.3880208432674408
78,1.8861103057861328,0.38983386754989624
79,1.876720666885376,0.39277344942092896
80,1.8668190240859985,0.39612269401550293
81,1.8586974143981934,0.39881861209869385
82,1.8524035215377808,0.40079066157341003
83,1.8426722288131714,0.4035528302192688
84,1.833146572113037,0.40615808963775635
85,1.8246804475784302,0.40833938121795654
86,1.8165379762649536,0.41091954708099365
87,1.8086785078048706,0.4137073755264282
88,1.8062230348587036,0.41502809524536133
89,1.7972654104232788,0.4181423485279083
90,1.7928251028060913,0.4196428656578064
91,1.7881519794464111,0.42111071944236755
92,1.7820714712142944,0.42321908473968506
93,1.7755435705184937,0.42611369490623474
94,1.7705063819885254,0.4275493323802948
95,1.7649229764938354,0.4295247495174408
96,1.757498860359192,0.43170103430747986
97,1.7517752647399902,0.43343430757522583
98,1.74437415599823,0.43544822931289673
99,1.7364581823349,0.4382031261920929
100,1.7317910194396973,0.4398205578327179
101,1.7241920232772827,0.44194239377975464
102,1.7177239656448364,0.44417476654052734
103,1.7135554552078247,0.4456880986690521
104,1.7069913148880005,0.44806548953056335
105,1.7009661197662354,0.44980835914611816
106,1.6940711736679077,0.4521758258342743
107,1.6898726224899292,0.45449942350387573
108,1.6825824975967407,0.45663705468177795
109,1.676975965499878,0.4585937559604645
110,1.671284556388855,0.4607263505458832
111,1.6649188995361328,0.4627511203289032
112,1.6572531461715698,0.46515485644340515
113,1.6497172117233276,0.4675164520740509
114,1.6437000036239624,0.46908968687057495
115,1.6361322402954102,0.47144395112991333
116,1.6295522451400757,0.47382479906082153
117,1.6234711408615112,0.4756355881690979
118,1.6173449754714966,0.4774816036224365
119,1.6121982336044312,0.4791666567325592
120,1.6063299179077148,0.48121127486228943
121,1.5999350547790527,0.48315829038619995
122,1.594286322593689,0.484819620847702
123,1.588072419166565,0.4868951737880707
124,1.5824944972991943,0.4886874854564667
125,1.5766199827194214,0.4905754029750824
126,1.571214199066162,0.4922490119934082
127,1.5647035837173462,0.49444580078125
128,1.5584226846694946,0.4961240291595459
129,1.551512598991394,0.49837741255760193
130,1.5471608638763428,0.4999403655529022
131,1.5430240631103516,0.5015388131141663
132,1.5388351678848267,0.5028783082962036
133,1.534214735031128,0.5046641826629639
134,1.5283172130584717,0.5065972208976746
135,1.5232540369033813,0.5083295106887817
136,1.5165538787841797,0.5106637477874756
137,1.5103095769882202,0.5125113129615784
138,1.5045918226242065,0.5143885016441345
139,1.499772548675537,0.5162388682365417
140,1.4946694374084473,0.5179521441459656
141,1.4898810386657715,0.5194212198257446
142,1.4850858449935913,0.5208151340484619
143,1.4809536933898926,0.5223524570465088
144,1.475695013999939,0.5241379141807556
145,1.4715735912322998,0.5254709124565125
146,1.4673497676849365,0.5267857313156128
147,1.4628863334655762,0.5282939076423645
148,1.4578800201416016,0.5296770334243774
149,1.4523862600326538,0.5313541889190674
150,1.4483579397201538,0.5324400067329407
151,1.4431383609771729,0.5338712930679321
152,1.439522385597229,0.5351307392120361
153,1.4356896877288818,0.536323070526123
154,1.4308844804763794,0.538256049156189
155,1.4259693622589111,0.5399138331413269
156,1.421926736831665,0.5413017272949219
157,1.4174057245254517,0.5427709817886353
158,1.4128137826919556,0.544074296951294
159,1.408292293548584,0.5455566644668579
160,1.403761386871338,0.546875
161,1.3998572826385498,0.5481288433074951
162,1.3964074850082397,0.5491756200790405
163,1.392812728881836,0.5502572655677795
164,1.3887395858764648,0.551467776298523
165,1.3864244222640991,0.5523813962936401
166,1.3826558589935303,0.5537986755371094
167,1.3786689043045044,0.5550130009651184
168,1.3763487339019775,0.5557875037193298
169,0.7155598998069763,0.75
170,0.7182754278182983,0.78125
171,0.7029354572296143,0.7734375
172,0.7178964614868164,0.765625
173,0.7140194773674011,0.768750011920929
174,0.697266161441803,0.7760416865348816
175,0.6992306113243103,0.7712053656578064
176,0.7010094523429871,0.7666015625
177,0.6901053190231323,0.7690972089767456
178,0.6836638450622559,0.7734375
179,0.6942124962806702,0.7705965638160706
180,0.6997909545898438,0.7708333134651184
181,0.6832208037376404,0.7746394276618958
182,0.6951856017112732,0.7723214030265808
183,0.6911202669143677,0.7729166746139526
184,0.6831820011138916,0.77783203125
185,0.6707985401153564,0.7826286554336548
186,0.6713991165161133,0.7782118320465088
187,0.6735826730728149,0.7787829041481018
188,0.6716079711914062,0.779296875
189,0.6661028861999512,0.7790178656578064
190,0.6642512679100037,0.7791193127632141
191,0.6597905158996582,0.7802309989929199
192,0.6525323987007141,0.783203125
193,0.6467301845550537,0.785937488079071
194,0.6436572670936584,0.7878605723381042
195,0.650347888469696,0.7873263955116272
196,0.6491497755050659,0.7876673936843872
197,0.6508256196975708,0.7871767282485962
198,0.649700403213501,0.7872396111488342
199,0.6502834558486938,0.7880544066429138
200,0.644834578037262,0.7890625
201,0.6375914216041565,0.790956437587738
202,0.6354702115058899,0.7920496463775635
203,0.6356041431427002,0.7912946343421936
204,0.6367151737213135,0.7918837070465088
205,0.6350741982460022,0.7930743098258972
206,0.6359363794326782,0.79296875
207,0.6398282051086426,0.7916666865348816
208,0.6385834813117981,0.7914062738418579
209,0.6364008188247681,0.7917301654815674
210,0.6301349401473999,0.7948288917541504
211,0.6310722827911377,0.7939680218696594
212,0.6288555264472961,0.7943891882896423
213,0.6266388893127441,0.7947916388511658
214,0.6286085247993469,0.7941576242446899
215,0.626048743724823,0.7942154407501221
216,0.6218388080596924,0.7957356572151184
217,0.6208570599555969,0.7955994606018066
218,0.6238628625869751,0.7946875095367432
219,0.6232879757881165,0.7953431606292725
220,0.6223897933959961,0.7962740659713745
221,0.6221758127212524,0.7961379885673523
222,0.6238591074943542,0.7960069179534912
223,0.6208636164665222,0.7970170378684998
224,0.6223517060279846,0.7970145344734192
225,0.6204867959022522,0.7975603342056274
226,0.617905855178833,0.7986260652542114
227,0.6194255352020264,0.7985963821411133
228,0.6189351677894592,0.798828125
229,0.6182705760002136,0.7993084192276001
230,0.6138196587562561,0.8004032373428345
231,0.610852062702179,0.8014633059501648
232,0.6094416975975037,0.8021240234375
233,0.6064607501029968,0.8031250238418579
234,0.6060190200805664,0.8029119372367859
235,0.6073201894760132,0.8034048676490784
236,0.6073259115219116,0.8035386204719543
237,0.606069803237915,0.8037816882133484
238,0.6040059924125671,0.8043527007102966
239,0.6017735600471497,0.8049075603485107
240,0.6001173257827759,0.8053385615348816
241,0.5993724465370178,0.8057577013969421
242,0.5984432697296143,0.8059543967247009
243,0.595398485660553,0.8068749904632568
244,0.5939838290214539,0.8067434430122375
245,0.593822181224823,0.8067167401313782
246,0.5903146862983704,0.8075921535491943
247,0.5901679396629333,0.807852029800415
248,0.5893827676773071,0.80810546875
249,0.5877922177314758,0.8089313507080078
250,0.5888640880584717,0.80859375
251,0.588843822479248,0.8084525465965271
252,0.5878568887710571,0.8086867332458496
253,0.5856720209121704,0.809650719165802
254,0.5835784077644348,0.8104106187820435
255,0.5822170376777649,0.8109734058380127
256,0.5808765888214111,0.8117009997367859
257,0.5806154608726501,0.8121488690376282
258,0.5794625878334045,0.8120659589767456
259,0.5790421366691589,0.8124141693115234
260,0.578095555305481,0.81275475025177
261,0.5777548551559448,0.8126680254936218
262,0.5764219760894775,0.8130818009376526
263,0.5776332020759583,0.8126644492149353
264,0.5772936940193176,0.8129069209098816
265,0.5763034820556641,0.8129832744598389
266,0.574754536151886,0.8131377696990967
267,0.5722448229789734,0.8138415217399597
268,0.5728159546852112,0.813671886920929
269,0.5723087787628174,0.8138923048973083
270,0.5711272954940796,0.8140318393707275
271,0.5704280734062195,0.8140169978141785
272,0.568149983882904,0.8146784901618958
273,0.5674553513526917,0.8150297403335571
274,0.5665552020072937,0.8155218362808228
275,0.5664702653884888,0.8158586621284485
276,0.5662045478820801,0.8156828880310059
277,0.568266749382019,0.8146502375602722
278,0.567650318145752,0.8151278495788574
279,0.5672755837440491,0.8151745200157166
280,0.5650214552879333,0.8158482313156128
281,0.5642478466033936,0.8158877491950989
282,0.5635313987731934,0.8160635828971863
283,0.5626660585403442,0.816168487071991
284,0.5631256699562073,0.8161368370056152
285,0.5625002980232239,0.8164396286010742
286,0.5612620115280151,0.8168696761131287
287,0.5596061944961548,0.8175551295280457
288,0.5586995482444763,0.8177734613418579
289,0.557835578918457,0.8180527091026306
290,0.5568347573280334,0.8185194730758667
291,0.5563759803771973,0.8184705376625061
292,0.5549243688583374,0.8186113834381104
293,0.5546822547912598,0.8186249732971191
294,0.554793655872345,0.8187624216079712
295,0.554528534412384,0.8188976645469666
296,0.5541873574256897,0.8193359375
297,0.5541453957557678,0.8194040656089783
298,0.5533455610275269,0.8195913434028625
299,0.5522283911705017,0.8201335668563843
300,0.551725447177887,0.820371687412262
301,0.5516746044158936,0.8208411931991577
302,0.5528647899627686,0.8206040263175964
303,0.5515777468681335,0.8210069537162781
304,0.5501756072044373,0.8214613795280457
305,0.5493117570877075,0.8217381238937378
306,0.5486850142478943,0.8217278122901917
307,0.5467553734779358,0.8223921060562134
308,0.5460284352302551,0.8225446343421936
309,0.546337902545929,0.8225842118263245
310,0.5455583930015564,0.8227882981300354
311,0.5442848205566406,0.8232080340385437
312,0.5441290140151978,0.8232964277267456
313,0.5433038473129272,0.823437511920929
314,0.5427059531211853,0.8235231041908264
315,0.5422347187995911,0.8237670063972473
316,0.5413091778755188,0.8241131901741028
317,0.5410140156745911,0.8242974281311035
318,0.5403534173965454,0.8246354460716248
319,0.5399044156074524,0.8246067762374878
320,0.5393331050872803,0.8248355388641357
321,0.5388018488883972,0.8249591588973999
322,0.5383984446525574,0.8250304460525513
323,0.538368821144104,0.825050413608551
324,0.5375751852989197,0.8255709409713745
325,0.5369855761528015,0.8257364630699158
326,0.5355749726295471,0.826344907283783
327,0.5345914959907532,0.8267000913619995
328,0.5338882803916931,0.827099621295929
329,0.5348962545394897,0.8271545171737671
330,0.5344337224960327,0.8273051977157593
331,0.5340331792831421,0.8275977969169617
332,0.5331860780715942,0.8278868198394775
333,0.5325301289558411,0.8279355764389038
334,0.5314550995826721,0.8282662034034729
335,0.5317055583000183,0.827984631061554
336,0.5309308171272278,0.828311026096344
337,0.5304831862449646,0.828392505645752
338,0.3856334686279297,0.84375
339,0.3975756764411926,0.85546875
340,0.3978041708469391,0.8671875
341,0.41631460189819336,0.8671875
342,0.4295193552970886,0.862500011920929
343,0.42146381735801697,0.8658854365348816
344,0.41646671295166016,0.8660714030265808
345,0.39982151985168457,0.87109375
346,0.393323689699173,0.8732638955116272
347,0.39949002861976624,0.870312511920929
348,0.4062391221523285,0.8671875
349,0.4010941684246063,0.8678385615348816
350,0.4050397276878357,0.8671875
351,0.4107111096382141,0.8627232313156128
352,0.4043768644332886,0.864062488079071
353,0.4022303819656372,0.8642578125
354,0.39242318272590637,0.8667279481887817
355,0.3893873691558838,0.8676215410232544
356,0.387018620967865,0.8688322305679321
357,0.38835349678993225,0.868359386920929
358,0.38636234402656555,0.8683035969734192
359,0.38968199491500854,0.8671875
360,0.3860776424407959,0.8682065010070801
361,0.38190898299217224,0.8694661259651184
362,0.3780651390552521,0.8700000047683716
363,0.3779391050338745,0.8707932829856873
364,0.37693142890930176,0.8709490895271301
365,0.38299041986465454,0.8696986436843872
366,0.3853757381439209,0.868803858757019
367,0.38871240615844727,0.8682291507720947
368,0.38430196046829224,0.8699596524238586
369,0.3822322487831116,0.8701171875
370,0.3835768699645996,0.8688446879386902
371,0.381055623292923,0.869025707244873
372,0.3840085566043854,0.8685267567634583
373,0.38184094429016113,0.8697916865348816
374,0.3814578056335449,0.8701435923576355
375,0.38549795746803284,0.8686266541481018
376,0.3858817517757416,0.8691906929016113
377,0.38699284195899963,0.8677734136581421
378,0.38856634497642517,0.8677591681480408
379,0.3887675702571869,0.8679315447807312
380,0.38915976881980896,0.8675508499145508
381,0.3868907690048218,0.8682528138160706
382,0.3864797353744507,0.8685764074325562
383,0.38608571887016296,0.8692255616188049
384,0.384830504655838,0.8698470592498779
385,0.38685378432273865,0.8704426884651184
386,0.3842914402484894,0.8711734414100647
387,0.3843243420124054,0.87109375
388,0.3850417733192444,0.8713235259056091
389,0.3842162787914276,0.871995210647583
390,0.3866491913795471,0.872494101524353
391,0.3848191499710083,0.8728298544883728
392,0.3841544985771179,0.8728693127632141
393,0.38193002343177795,0.8734654188156128
394,0.38151437044143677,0.8736293911933899
395,0.38044238090515137,0.8739224076271057
396,0.37966737151145935,0.8744703531265259
397,0.3796674907207489,0.8739583492279053
398,0.37890663743019104,0.8744876980781555
399,0.38099390268325806,0.8741179704666138
400,0.379895955324173,0.874627947807312
401,0.3794497549533844,0.8753662109375
402,0.37992769479751587,0.8754807710647583
403,0.37776660919189453,0.8761836886405945
404,0.3775476813316345,0.8763992786407471
405,0.3766610026359558,0.8761488795280457
406,0.3744003176689148,0.8764719367027283
407,0.3764413893222809,0.8761160969734192
408,0.3773236870765686,0.8759903311729431
409,0.3781970739364624,0.8759765625
410,0.3772023618221283,0.876498281955719
411,0.3764180541038513,0.8764780163764954
412,0.37809398770332336,0.8759375214576721
413,0.3778878450393677,0.8758223652839661
414,0.37859031558036804,0.8756087422370911
415,0.38080698251724243,0.8751001358032227
416,0.37945348024368286,0.8753955960273743
417,0.37932801246643066,0.8753906488418579
418,0.3785639703273773,0.8755787014961243
419,0.37970754504203796,0.8754763603210449
420,0.3808366656303406,0.8756588697433472
421,0.38030514121055603,0.8762090802192688
422,0.38151276111602783,0.8757352828979492
423,0.3801935315132141,0.8760901093482971
424,0.37931936979293823,0.8764367699623108
425,0.37955939769744873,0.8763316869735718
426,0.38161322474479675,0.8761411309242249
427,0.3808368742465973,0.8763020634651184
428,0.38093745708465576,0.8762877583503723
429,0.3788706660270691,0.8768681883811951
430,0.37890952825546265,0.8769321441650391
431,0.37873753905296326,0.877160906791687
432,0.3789885640144348,0.8772203922271729
433,0.38006964325904846,0.8770344853401184
434,0.37955302000045776,0.8770135045051575
435,0.37860941886901855,0.8774713277816772
436,0.3791005611419678,0.8772885203361511
437,0.37860602140426636,0.8772656321525574
438,0.3785703778266907,0.8773205280303955
439,0.37894201278686523,0.8771446347236633
440,0.37961384654045105,0.8768203854560852
441,0.37850168347358704,0.8772535920143127
442,0.3795357942581177,0.8771577477455139
443,0.380705863237381,0.8768425583839417
444,0.3825927674770355,0.876606285572052
445,0.3828098177909851,0.8766637444496155
446,0.38273319602012634,0.8767201900482178
447,0.3827756345272064,0.8766335248947144
448,0.38282638788223267,0.8769707083702087
449,0.38238054513931274,0.8770228624343872
450,0.3825223445892334,0.877488911151886
451,0.3809991180896759,0.8780153393745422
452,0.38160672783851624,0.8775815367698669
453,0.38198819756507874,0.8773572444915771
454,0.3822115659713745,0.8775373697280884
455,0.38244375586509705,0.8773834705352783
456,0.38272786140441895,0.8773634433746338
457,0.3819023668766022,0.8774739503860474
458,0.381587415933609,0.8775826692581177
459,0.3806097209453583,0.8777536153793335
460,0.380378782749176,0.8779217600822449
461,0.37945815920829773,0.8782762289047241
462,0.37902578711509705,0.8784999847412109
463,0.378508061170578,0.8788442611694336
464,0.3781539797782898,0.8789985179901123
465,0.37762823700904846,0.8792724609375
466,0.3777835965156555,0.8792998790740967
467,0.3773684799671173,0.8793870210647583
468,0.3782525956630707,0.8793535232543945
469,0.3768555819988251,0.8799123764038086
470,0.37690621614456177,0.8798754811286926
471,0.3769683837890625,0.8796641826629639
472,0.3770461082458496,0.8795717358589172
473,0.3763282299041748,0.8797104954719543
474,0.3772610127925873,0.879733145236969
475,0.3784937560558319,0.8796421885490417
476,0.3772515654563904,0.8800022602081299
477,0.3770018219947815,0.8800223469734192
478,0.37579724192619324,0.8804299831390381
479,0.3762589991092682,0.8802816867828369
480,0.37678053975105286,0.8801354765892029
481,0.377419114112854,0.8799912929534912
482,0.3771308660507202,0.8801185488700867
483,0.376337468624115,0.8802975416183472
484,0.3756102919578552,0.8805803656578064
485,0.37515467405319214,0.8805954456329346
486,0.3749793469905853,0.8806103467941284
487,0.3741922378540039,0.8808333277702332
488,0.37397974729537964,0.8809499144554138
489,0.3736993372440338,0.8811677694320679
490,0.37404632568359375,0.8811784982681274
491,0.3741690516471863,0.8813413381576538
492,0.3736829459667206,0.8814011812210083
493,0.3727543354034424,0.8816606402397156
494,0.37229669094085693,0.8819168210029602
495,0.3721161484718323,0.8818235993385315
496,0.3716266453266144,0.8819772005081177
497,0.3713241219520569,0.882080078125
498,0.37106433510780334,0.8822787404060364
499,0.3717116415500641,0.882282018661499
500,0.37063711881637573,0.8827645778656006
501,0.370199590921402,0.8829077482223511
502,0.3706222176551819,0.8827177882194519
503,0.37000811100006104,0.8830007314682007
504,0.36913904547691345,0.883280336856842
505,0.36853688955307007,0.8835100531578064
506,0.3688916563987732,0.8833681344985962
507,0.3735851049423218,0.90625
508,0.2736767530441284,0.9296875
509,0.2709273397922516,0.9140625
510,0.26118573546409607,0.91796875
511,0.26847729086875916,0.918749988079071
512,0.26648440957069397,0.9153645634651184
513,0.25520482659339905,0.9185267686843872
514,0.26417192816734314,0.9189453125
515,0.25875324010849,0.9210069179534912
516,0.257940411567688,0.921093761920929
517,0.26003965735435486,0.921875
518,0.26237642765045166,0.9212239384651184
519,0.25590774416923523,0.9224759340286255
520,0.27254846692085266,0.9190848469734192
521,0.27701815962791443,0.9166666865348816
522,0.2729179859161377,0.91796875
523,0.2677280902862549,0.9177389740943909
524,0.26456373929977417,0.9184027910232544
525,0.26985177397727966,0.9161184430122375
526,0.26636236906051636,0.916015625
527,0.2682643234729767,0.9151785969734192
528,0.2687124013900757,0.9151278138160706
529,0.2675934135913849,0.9161005616188049
530,0.2730589210987091,0.9147135615348816
531,0.27316081523895264,0.9140625
532,0.2730465829372406,0.9140625
533,0.27447521686553955,0.9134837985038757
534,0.2767810821533203,0.9129464030265808
535,0.27815818786621094,0.9119073152542114
536,0.27997130155563354,0.9117187261581421
537,0.2777601480484009,0.9115423560142517
538,0.27789586782455444,0.912109375
539,0.2789202630519867,0.912168562412262
540,0.2833634316921234,0.9103860259056091
541,0.28324568271636963,0.9107142686843872
542,0.2820148766040802,0.9114583134651184
543,0.2806895673274994,0.9115287065505981
544,0.2792816758155823,0.9113898277282715
545,0.2771889269351959,0.9120593070983887
546,0.28226420283317566,0.9107421636581421
547,0.2793692350387573,0.9115853905677795
548,0.28179797530174255,0.9109002947807312
549,0.27982810139656067,0.9111555218696594
550,0.279706209897995,0.9106889367103577
551,0.28090131282806396,0.9112847447395325
552,0.2831709384918213,0.910495936870575
553,0.2860316336154938,0.9094082713127136
554,0.2851538062095642,0.9099934697151184
555,0.2836598753929138,0.9103953838348389
556,0.2842103838920593,0.91015625
557,0.28225982189178467,0.9108455777168274
558,0.28246909379959106,0.9106069803237915
559,0.28264686465263367,0.9103773832321167
560,0.281368613243103,0.9104456305503845
561,0.2830437123775482,0.9102272987365723
562,0.28201812505722046,0.9104352593421936
563,0.2835235297679901,0.9099506735801697
564,0.283829003572464,0.91015625
565,0.285304993391037,0.9094279408454895
566,0.2858538031578064,0.9091145992279053
567,0.2844632565975189,0.9091957211494446
568,0.285640150308609,0.9092742204666138
569,0.2854215204715729,0.9092261791229248
570,0.2842979431152344,0.90966796875
571,0.28496605157852173,0.9096153974533081
572,0.28530099987983704,0.9095643758773804
573,0.28544431924819946,0.9096315503120422
574,0.2856370806694031,0.9098115563392639
575,0.28511425852775574,0.9102128744125366
576,0.28262484073638916,0.9110491275787354
577,0.2833656072616577,0.9108715057373047
578,0.2835586965084076,0.9106987714767456
579,0.28397634625434875,0.9105308055877686
580,0.28317803144454956,0.9108952879905701
581,0.28348594903945923,0.9108333587646484
582,0.2831253707408905,0.9110814332962036
583,0.28261762857437134,0.9112215638160706
584,0.2822914123535156,0.9112580418586731
585,0.2837168872356415,0.9107990264892578
586,0.284292072057724,0.910839855670929
587,0.2847989499568939,0.9107831716537476
588,0.2852705121040344,0.9109184741973877
589,0.2865249812602997,0.9104856848716736
590,0.28728237748146057,0.91015625
591,0.2864760458469391,0.9103860259056091
592,0.2866138219833374,0.9104287624359131
593,0.28712138533592224,0.9100215435028076
594,0.28643444180488586,0.9104225635528564
595,0.2862328886985779,0.9104635119438171
596,0.2865426242351532,0.9104166626930237
597,0.2865089476108551,0.9101991653442383
598,0.2881619334220886,0.909816563129425
599,0.2887645661830902,0.909862220287323
600,0.28714099526405334,0.91015625
601,0.28627809882164,0.9103618264198303
602,0.28696462512016296,0.9100748896598816
603,0.28606942296028137,0.9102770686149597
604,0.2861621379852295,0.9103953838348389
605,0.2858501970767975,0.9102746248245239
606,0.28542548418045044,0.9105468988418579
607,0.2860131561756134,0.9102723002433777
608,0.2855658531188965,0.9105392098426819
609,0.28515157103538513,0.910573422908783
610,0.2843165993690491,0.9109074473381042
611,0.28282955288887024,0.9115327596664429
